Price,Location,Square_Feet,Bedrooms,Bathrooms,Year_Built,Lot_Size,Neighborhood,City
382011,Northeast,1906,4,2,2010,6785,Capitol Hill,Seattle
347999,Northeast,2582,2,2,2012,4523,Capitol Hill,Portland
413492,Southwest,2673,3,2,1981,5020,Capitol Hill,Seattle
435355,Northwest,1734,3,2,2007,6058,Greenwood,Seattle
312768,Central,1718,4,3,2011,5644,Brighton,San Jose
512874,Central,2290,4,3,2012,5864,Brighton,San Francisco
392112,Northwest,2451,4,3,1988,4923,Capitol Hill,Seattle
401507,Northwest,2080,3,2,2008,4241,Hawthorne,Seattle
456657,Northwest,2471,4,3,1994,5716,Brighton,San Francisco
418657,Northeast,1915,4,1,1997,4619,Hawthorne,San Jose
476250,Southwest,1354,5,2,1997,6020,Brighton,Seattle
422969,Southwest,2030,3,3,1986,4608,Capitol Hill,San Jose
351005,Southwest,2225,5,3,1993,5350,Capitol Hill,San Jose
428920,Northeast,2089,5,2,2008,7215,Brighton,Seattle
308501,Southwest,1736,3,3,1998,5718,Greenwood,San Francisco
408684,Northeast,1473,3,4,1984,4700,Greenwood,Seattle
397341,Southwest,1994,5,2,2020,5999,Brighton,Seattle
383350,Northwest,2559,4,3,1984,5358,Capitol Hill,Portland
389716,Central,2702,5,4,1994,4711,Brighton,San Francisco
249452,Central,2675,4,3,2005,5524,Hawthorne,Portland
356102,Northeast,1873,4,2,2003,6740,Capitol Hill,San Francisco
407427,Southwest,1738,3,1,1998,6103,Greenwood,Seattle
412788,Central,2398,3,2,1999,5318,Greenwood,San Jose
317785,Northwest,2454,5,2,2022,4287,Brighton,Portland
501256,Northwest,2360,3,3,1988,6234,Hawthorne,Portland
330706,Northwest,1394,2,2,2007,5977,Capitol Hill,Portland
477556,Northeast,1853,4,4,1995,3873,Greenwood,Portland
434175,Northeast,2188,4,2,1990,4018,Brighton,San Francisco
348301,Southwest,2394,3,3,2013,7072,Brighton,San Jose
542024,Northwest,2506,3,2,2004,5820,Capitol Hill,San Jose
304509,Southwest,2257,3,2,2019,4107,Brighton,Seattle
473532,Southwest,2332,2,3,2000,6636,Brighton,Seattle
480046,Northwest,2233,4,2,1984,6716,Brighton,Portland
346350,Southwest,2474,3,1,1990,4790,Greenwood,Seattle
511397,Central,2325,5,2,2022,4577,Greenwood,Seattle
379996,Northeast,2226,4,2,1988,5579,Hawthorne,San Francisco
423095,Southwest,2092,4,3,1990,5660,Capitol Hill,Seattle
420825,Northwest,2232,3,4,2016,5341,Capitol Hill,Seattle
389255,Northeast,2393,4,1,2020,4427,Capitol Hill,Seattle
464864,Northeast,2306,3,2,1980,5148,Capitol Hill,San Jose
463479,Southwest,2352,3,3,2005,5075,Brighton,San Jose
260117,Central,2737,4,4,1989,4012,Capitol Hill,Seattle
504347,Southwest,2306,3,4,2019,6491,Hawthorne,Portland
267000,Central,1940,4,3,1998,4438,Capitol Hill,San Jose
482603,Northeast,2553,3,2,1995,6805,Capitol Hill,San Francisco
490136,Southwest,1653,3,2,2016,5653,Brighton,San Francisco
312722,Northwest,1767,5,2,2020,4858,Brighton,San Francisco
367134,Southwest,2334,4,2,1983,5887,Brighton,Seattle
311543,Central,2406,4,3,1993,5367,Hawthorne,Portland
382806,Central,1701,4,3,2009,6824,Brighton,San Francisco
375357,Southwest,2046,3,3,1986,7621,Capitol Hill,Portland
462372,Central,1957,4,2,1991,5892,Hawthorne,San Francisco
504824,Northeast,2005,2,3,2003,5321,Greenwood,Portland
511654,Southwest,2577,4,2,2018,7102,Brighton,Seattle
355026,Central,2482,4,2,2022,5295,Hawthorne,Seattle
383262,Southwest,2192,5,2,2001,4973,Greenwood,San Francisco
265324,Southwest,1981,4,3,2009,6730,Brighton,San Francisco
335530,Northwest,1660,3,1,2018,6339,Greenwood,San Jose
477188,Southwest,2768,4,3,1999,4985,Brighton,San Francisco
529246,Northwest,2436,2,2,2005,5814,Hawthorne,San Jose
301252,Central,1917,3,2,1984,5156,Brighton,San Jose
352602,Northwest,2487,2,4,2019,6104,Brighton,Seattle
397887,Northwest,2171,4,2,2021,6004,Hawthorne,Seattle
422412,Northwest,2085,2,2,1985,4221,Hawthorne,San Jose
335231,Northeast,2374,3,2,2013,5541,Capitol Hill,San Francisco
433924,Northwest,1903,5,4,1984,4016,Capitol Hill,San Jose
362092,Southwest,2062,4,2,1989,4077,Hawthorne,San Francisco
398843,Northwest,2248,2,2,2007,5006,Brighton,Seattle
443702,Southwest,2000,3,2,1982,4903,Greenwood,San Francisco
400513,Northwest,2467,4,2,1992,3790,Hawthorne,San Jose
365089,Northeast,2947,5,2,1981,4313,Greenwood,San Francisco
391231,Central,1898,2,3,2014,3958,Capitol Hill,San Jose
392930,Northwest,1533,4,3,2007,4758,Capitol Hill,San Francisco
370399,Northwest,1399,4,2,2016,6026,Hawthorne,San Jose
379296,Northeast,2139,4,3,2002,6976,Hawthorne,Seattle
527891,Northwest,1934,5,3,2022,6557,Brighton,San Jose
444873,Southwest,2283,4,4,2002,5933,Capitol Hill,Seattle
376361,Northwest,2253,5,2,2014,5877,Capitol Hill,San Jose
455756,Northwest,1558,3,2,2020,5394,Hawthorne,San Jose
373294,Central,1474,4,3,2018,5400,Greenwood,Portland
493849,Central,2318,4,2,2011,6884,Brighton,Portland
429571,Northwest,2254,3,1,1981,6118,Hawthorne,Portland
391415,Northeast,2029,4,3,1995,5699,Greenwood,Portland
435817,Central,1537,3,2,1995,3744,Brighton,San Francisco
274329,Northwest,2388,3,2,1982,6228,Greenwood,Seattle
309858,Central,2708,3,2,2007,6241,Brighton,Seattle
304485,Northwest,2311,4,3,2008,4880,Brighton,Portland
411435,Central,1861,5,2,1999,5726,Brighton,San Francisco
538601,Central,2217,3,3,2015,5366,Capitol Hill,San Jose
578504,Southwest,1653,4,3,2012,4961,Hawthorne,San Jose
451044,Northwest,2623,3,2,2001,5910,Capitol Hill,Seattle
440067,Northwest,2232,5,2,1987,4419,Capitol Hill,Seattle
255915,Northwest,1492,4,2,2003,7538,Brighton,San Francisco
356586,Northwest,2079,4,3,2016,6031,Hawthorne,San Jose
336977,Central,2385,4,2,1999,5390,Hawthorne,San Francisco
350332,Southwest,2066,3,4,1991,6458,Hawthorne,San Jose
386548,Southwest,2089,4,2,1999,6283,Hawthorne,Portland
362232,Northeast,1710,5,2,1999,4755,Brighton,Portland
241656,Northwest,2426,2,2,1983,4994,Hawthorne,San Francisco
459832,Northeast,1940,4,3,2009,3212,Greenwood,Seattle
314180,Central,1337,5,2,2010,4427,Greenwood,San Francisco
419139,Northeast,2051,3,2,2001,6166,Capitol Hill,San Francisco
565926,Northwest,2592,5,3,1994,5683,Brighton,San Jose
326449,Southwest,2045,5,2,2017,5006,Capitol Hill,San Jose
197576,Southwest,2895,4,2,2016,5847,Capitol Hill,San Jose
377119,Northwest,2371,3,3,2007,4968,Hawthorne,San Jose
488076,Central,2335,3,3,1990,4049,Greenwood,Seattle
556667,Northwest,2148,2,2,1993,4553,Greenwood,Seattle
301636,Central,2172,4,1,1990,7795,Hawthorne,Portland
439735,Southwest,2094,4,3,1988,5348,Hawthorne,San Francisco
362775,Central,2079,4,2,2003,5405,Brighton,Portland
391524,Northwest,2412,3,3,1989,6023,Greenwood,San Jose
611547,Northwest,1825,2,1,2017,6478,Capitol Hill,San Francisco
279762,Northwest,1769,4,2,2022,5274,Capitol Hill,San Jose
420299,Central,1750,4,1,2020,6609,Brighton,San Francisco
437415,Central,3018,5,2,2016,5279,Greenwood,Seattle
486862,Central,2412,4,3,2021,5489,Hawthorne,San Jose
407838,Southwest,2321,4,2,2011,5018,Capitol Hill,San Francisco
424644,Northeast,1776,4,2,1999,6268,Greenwood,San Francisco
368668,Northeast,2449,4,4,1993,4118,Greenwood,San Jose
421530,Northwest,2153,3,2,2017,5728,Greenwood,Seattle
372544,Southwest,2285,5,3,1983,6092,Hawthorne,Seattle
449725,Central,1809,4,4,2003,6525,Capitol Hill,Seattle
370431,Northwest,2264,3,4,2011,6046,Hawthorne,San Francisco
430168,Southwest,2030,2,3,1989,4580,Greenwood,Seattle
397658,Northwest,1893,3,2,2022,6077,Greenwood,San Francisco
490084,Southwest,2493,4,4,1995,6240,Capitol Hill,Portland
395888,Southwest,1584,3,3,2018,6149,Capitol Hill,Seattle
258157,Northeast,2425,3,3,2011,5260,Hawthorne,San Jose
500953,Northwest,2473,4,1,1997,5347,Hawthorne,San Jose
327541,Central,1848,3,4,2004,6495,Hawthorne,San Jose
347698,Northeast,1871,4,3,1986,5502,Greenwood,San Jose
352347,Northeast,2110,3,3,1997,4545,Capitol Hill,Portland
509955,Central,2312,4,1,1997,5090,Brighton,Portland
229146,Southwest,2138,3,2,1982,6991,Capitol Hill,Seattle
651019,Central,2373,3,4,1980,4156,Capitol Hill,Seattle
484484,Northwest,2905,3,2,2012,6800,Capitol Hill,San Jose
417859,Central,1996,4,2,1986,5524,Brighton,San Jose
395608,Southwest,1513,4,3,1989,4174,Hawthorne,San Jose
422844,Central,2530,3,1,1987,6292,Brighton,San Francisco
441689,Southwest,2873,4,2,2011,4788,Capitol Hill,Seattle
451617,Southwest,2357,3,2,2002,5593,Capitol Hill,San Jose
444448,Northwest,1764,5,2,1996,3662,Greenwood,San Jose
407166,Central,2150,5,2,1993,6845,Capitol Hill,San Jose
384212,Central,1752,4,2,1996,5205,Brighton,Portland
387898,Northwest,2457,4,2,2004,4886,Brighton,Portland
384407,Southwest,1659,4,3,2000,5691,Brighton,Portland
490701,Central,2079,4,4,1985,6385,Hawthorne,San Francisco
447484,Northwest,1798,4,2,1999,5311,Greenwood,San Francisco
164768,Southwest,2250,5,2,1999,6353,Hawthorne,Seattle
452472,Northwest,2053,4,2,2005,5474,Brighton,San Jose
415578,Central,2270,4,3,2011,5588,Hawthorne,Seattle
398503,Northwest,2208,4,4,1987,4699,Greenwood,Seattle
368918,Northeast,1805,4,2,2008,6556,Greenwood,Portland
489929,Southwest,2450,4,2,1996,6170,Greenwood,San Jose
475802,Northeast,2180,3,3,1997,6049,Greenwood,Portland
338169,Northeast,1804,3,3,2019,6566,Brighton,Portland
432564,Southwest,3096,3,2,1997,4450,Capitol Hill,San Jose
322267,Southwest,2390,4,3,1990,5571,Brighton,Seattle
289630,Northwest,2138,3,3,1991,6608,Brighton,Seattle
349862,Southwest,2766,5,4,1994,5464,Brighton,Portland
468991,Northeast,2936,4,2,2005,5647,Brighton,San Jose
476250,Northeast,2141,4,4,1982,5619,Hawthorne,Seattle
441046,Central,2338,3,2,1982,5972,Greenwood,San Francisco
458007,Southwest,1804,4,3,2017,3576,Capitol Hill,Seattle
441294,Northeast,2141,4,2,2014,5619,Capitol Hill,San Jose
348681,Central,2120,4,2,1988,5896,Capitol Hill,San Jose
434553,Central,2273,3,3,2022,5892,Brighton,San Jose
464032,Northwest,2333,4,2,2019,7100,Greenwood,Portland
460343,Northeast,2423,4,2,1983,4915,Greenwood,Seattle
495113,Northwest,2295,4,2,1999,7147,Capitol Hill,San Francisco
456664,Northeast,1715,5,2,1994,5137,Capitol Hill,Portland
428115,Northwest,1824,5,2,2008,4150,Brighton,Seattle
485612,Northwest,1981,5,4,1984,7005,Capitol Hill,San Jose
397878,Southwest,2087,4,2,2018,6552,Brighton,Seattle
329450,Northwest,2620,5,2,2019,5636,Capitol Hill,San Jose
386954,Southwest,1734,4,2,1986,4914,Greenwood,San Jose
340407,Central,2057,3,2,1987,5291,Greenwood,Seattle
345985,Northeast,2581,3,2,2011,5755,Greenwood,Seattle
388438,Central,2080,3,2,2015,6887,Hawthorne,San Francisco
336606,Northeast,2384,2,2,2012,4183,Capitol Hill,Seattle
375363,Central,2144,3,1,2016,5289,Hawthorne,Seattle
248510,Northeast,2302,2,3,2011,5236,Greenwood,Portland
417063,Northwest,2108,4,3,2022,5015,Capitol Hill,San Jose
400096,Northeast,2466,3,2,2015,4852,Hawthorne,San Jose
334632,Northeast,1581,3,1,2013,7107,Greenwood,San Francisco
452739,Central,2054,4,3,2004,4698,Greenwood,Portland
475005,Central,2318,4,2,2011,5634,Capitol Hill,San Francisco
271395,Central,2413,5,4,1981,4320,Capitol Hill,Seattle
338982,Southwest,2797,4,2,1988,6368,Brighton,San Francisco
338468,Southwest,2043,3,2,2017,5007,Capitol Hill,San Jose
324807,Northeast,2791,3,3,2008,3296,Greenwood,Portland
466357,Northeast,1936,3,3,2017,6473,Brighton,Seattle
384493,Northwest,2731,3,2,1997,4945,Brighton,Portland
378838,Northwest,2526,3,2,2001,6810,Capitol Hill,Portland
239691,Northeast,1834,5,2,2014,6589,Greenwood,San Francisco
450833,Southwest,2322,2,4,1994,5388,Hawthorne,Seattle
300859,Northeast,2179,3,3,1986,5896,Greenwood,Portland
404794,Northwest,2450,3,2,1992,5594,Greenwood,Portland
422190,Southwest,2110,4,2,2021,4098,Capitol Hill,San Francisco
508852,Southwest,2077,3,2,2015,6923,Hawthorne,Portland
295294,Northwest,2747,3,2,1995,5244,Brighton,San Jose
158439,Northeast,2160,3,2,2020,5523,Hawthorne,San Jose
414707,Central,2530,3,3,2000,5537,Capitol Hill,Seattle
544040,Northeast,2109,3,2,2007,5273,Greenwood,Seattle
499115,Northeast,2866,4,2,1989,6139,Greenwood,San Francisco
416772,Northwest,1928,2,3,1998,5402,Hawthorne,Portland
360669,Southwest,1954,4,2,1996,4987,Hawthorne,San Francisco
464569,Northwest,2809,4,1,1980,5085,Capitol Hill,San Francisco
322116,Northeast,2022,4,1,1992,7162,Hawthorne,San Jose
438108,Central,2840,3,2,2015,5559,Capitol Hill,Portland
440437,Central,2556,3,3,2021,7124,Brighton,San Jose
484816,Central,2138,2,3,1999,4543,Hawthorne,San Jose
620772,Northwest,1474,4,1,2020,4854,Greenwood,Seattle
431393,Southwest,2192,4,2,2019,5016,Hawthorne,San Francisco
359282,Northwest,2240,3,2,1985,5417,Greenwood,San Jose
397954,Central,2666,4,2,2002,4785,Brighton,Seattle
258473,Northeast,2835,4,2,2021,5371,Brighton,Seattle
344422,Southwest,1926,4,2,2003,5701,Hawthorne,Portland
367257,Northwest,2520,3,2,1984,6505,Capitol Hill,Portland
358072,Northwest,2506,4,2,2011,4157,Greenwood,San Jose
412188,Southwest,2629,2,3,1996,6428,Brighton,Seattle
334206,Southwest,2399,4,3,1990,6238,Hawthorne,Seattle
489682,Northeast,1423,3,4,2006,4525,Brighton,Seattle
400016,Southwest,2137,3,1,1983,4711,Hawthorne,San Francisco
399255,Northeast,1737,5,3,2002,5858,Greenwood,Seattle
373768,Central,2118,4,3,2002,4869,Hawthorne,San Francisco
412415,Central,2592,3,4,2013,6870,Greenwood,Portland
466007,Northwest,2322,2,2,2000,5493,Brighton,San Jose
330629,Central,2659,4,3,2001,4290,Greenwood,Portland
347350,Central,2336,5,1,1980,4382,Greenwood,San Jose
375701,Northeast,1680,4,3,2011,4009,Capitol Hill,Seattle
292330,Northwest,1191,5,2,2007,5395,Brighton,San Jose
334459,Southwest,2259,3,3,1997,5442,Greenwood,San Jose
361902,Northwest,2114,4,3,1986,6012,Capitol Hill,Portland
469951,Central,1809,4,2,2017,6762,Capitol Hill,San Jose
421004,Southwest,1519,4,2,1985,5512,Greenwood,Seattle
415487,Northwest,1906,2,2,1993,6767,Hawthorne,San Francisco
468071,Northwest,2122,4,2,2009,4770,Greenwood,Seattle
389010,Northwest,2466,4,2,1993,4027,Hawthorne,San Jose
431237,Northwest,2275,4,2,2020,6293,Greenwood,Portland
391742,Northeast,2843,4,3,1988,6224,Brighton,Seattle
421228,Northwest,1785,4,2,2010,5753,Capitol Hill,San Jose
353379,Central,2552,4,3,1981,6181,Greenwood,Portland
204894,Central,2218,3,3,1997,3191,Greenwood,San Francisco
389257,Northeast,2477,3,4,1984,5030,Greenwood,Portland
513819,Southwest,2025,4,3,2005,6618,Hawthorne,San Jose
474097,Southwest,2628,5,2,2002,5241,Brighton,Portland
477231,Central,2318,2,3,1991,6150,Brighton,San Jose
498890,Central,1928,4,2,1993,8102,Greenwood,Portland
407092,Northeast,2195,3,4,1992,6522,Capitol Hill,Portland
415785,Southwest,2104,3,3,2014,5139,Capitol Hill,Portland
350587,Southwest,2395,4,3,1994,3733,Greenwood,San Jose
374714,Northwest,1728,4,1,2014,6215,Hawthorne,Portland
449261,Northwest,2188,2,2,1998,3476,Capitol Hill,San Jose
496310,Northwest,2358,4,3,1994,4710,Brighton,Seattle
388844,Northeast,2213,4,3,1987,4759,Capitol Hill,San Francisco
363984,Central,2738,5,1,2002,5379,Capitol Hill,Seattle
400042,Northeast,2509,3,4,1992,5774,Greenwood,San Francisco
448096,Southwest,2197,4,1,2002,4637,Capitol Hill,San Jose
284491,Central,2286,3,3,2010,6552,Greenwood,Seattle
216305,Northwest,2318,3,3,2009,6918,Brighton,San Francisco
355957,Northeast,2361,4,2,2021,5257,Capitol Hill,San Francisco
302343,Northeast,1469,4,1,1981,6571,Greenwood,Seattle
359348,Northwest,2079,2,3,1990,4809,Greenwood,Seattle
388177,Northeast,1606,5,2,2004,4463,Brighton,San Jose
363740,Northwest,2711,4,2,2008,6580,Capitol Hill,San Francisco
516197,Southwest,2175,4,3,2001,5766,Hawthorne,San Jose
426139,Central,2122,4,3,1998,5892,Capitol Hill,San Jose
424037,Southwest,2558,3,2,1988,7340,Greenwood,Portland
449776,Southwest,2368,4,2,2020,6166,Greenwood,San Jose
308893,Northwest,1748,3,1,2017,7902,Brighton,San Francisco
483128,Northeast,2171,5,3,2008,5593,Brighton,Portland
393938,Southwest,2065,3,2,1989,7011,Hawthorne,San Jose
453638,Southwest,1502,3,3,2001,5448,Hawthorne,San Jose
314251,Southwest,1923,4,3,2003,4346,Greenwood,San Francisco
275699,Northeast,2126,3,2,1987,6332,Hawthorne,Portland
465431,Northeast,2154,3,2,1985,5463,Hawthorne,Seattle
430112,Northwest,1607,3,4,1986,7574,Hawthorne,Seattle
327835,Southwest,2660,5,2,1999,6063,Capitol Hill,Portland
330426,Central,2159,4,3,1996,6451,Capitol Hill,Portland
490034,Northeast,2215,3,4,2015,3931,Greenwood,Portland
304847,Northwest,2360,3,4,1987,6225,Capitol Hill,Portland
531413,Southwest,1884,3,2,1992,5429,Hawthorne,Seattle
327950,Central,2382,4,2,2003,4723,Hawthorne,San Jose
451071,Northeast,2053,4,4,2010,6904,Hawthorne,San Francisco
373710,Central,1841,3,3,2002,4207,Capitol Hill,Seattle
448254,Northeast,2429,3,2,1996,5855,Brighton,San Francisco
356470,Northwest,2796,3,2,2003,4885,Hawthorne,Seattle
386976,Central,2489,3,2,2022,5773,Hawthorne,Portland
403273,Southwest,2569,3,3,1989,5220,Brighton,Seattle
319825,Southwest,1991,4,2,2010,5319,Brighton,Seattle
459265,Northeast,1560,3,3,1999,5557,Greenwood,Portland
358942,Southwest,2796,4,3,1995,4540,Greenwood,San Jose
381712,Central,3021,4,3,1993,6527,Capitol Hill,Portland
320452,Northwest,2817,3,3,1982,6165,Brighton,San Jose
195013,Northeast,2065,4,3,2009,4512,Greenwood,Seattle
384717,Central,1738,4,2,1997,6911,Hawthorne,Seattle
593009,Northeast,1773,3,2,1985,6260,Greenwood,San Francisco
462768,Northwest,1526,4,3,1999,5601,Hawthorne,San Francisco
398459,Northeast,2157,3,2,2014,4078,Hawthorne,Seattle
378968,Southwest,2842,5,2,1998,4854,Hawthorne,San Francisco
401797,Southwest,2143,4,2,2005,3612,Capitol Hill,San Jose
443769,Northeast,2320,4,2,2014,5679,Brighton,Portland
305534,Northwest,2750,5,3,1991,6346,Capitol Hill,Seattle
489145,Northwest,2038,4,3,1987,4776,Greenwood,Seattle
457230,Southwest,3014,4,2,2016,5505,Greenwood,San Francisco
457454,Northwest,2996,4,3,1989,6492,Brighton,Seattle
435078,Northeast,2147,3,2,2000,4876,Brighton,Seattle
401569,Central,1968,4,3,2020,6057,Greenwood,San Jose
453828,Northeast,2478,2,2,2021,7604,Brighton,San Jose
447345,Southwest,2060,2,3,2008,6236,Brighton,Portland
371676,Southwest,1737,4,2,2010,4468,Hawthorne,Seattle
354111,Southwest,2712,2,2,2019,5474,Capitol Hill,San Francisco
408148,Northwest,2686,3,3,1986,6223,Capitol Hill,Portland
523921,Northeast,2262,4,1,2013,5999,Capitol Hill,San Francisco
300871,Central,1694,2,4,2013,4427,Hawthorne,Seattle
282597,Northeast,1708,3,3,2009,5938,Hawthorne,San Francisco
413180,Central,2242,4,2,1983,5287,Brighton,San Francisco
404071,Northeast,2000,4,3,2020,5044,Brighton,Portland
413867,Southwest,2063,4,2,2009,6053,Hawthorne,Seattle
419516,Central,2608,4,2,2004,7263,Hawthorne,Portland
382143,Northeast,2493,4,4,1993,4754,Greenwood,Seattle
519189,Northwest,2751,4,2,2003,5952,Hawthorne,San Jose
271927,Northwest,1803,3,3,2022,5419,Hawthorne,Portland
333720,Northeast,2062,4,2,2010,6109,Capitol Hill,Seattle
391739,Southwest,2503,5,3,2018,5607,Greenwood,San Jose
268544,Central,2379,3,2,2007,4922,Capitol Hill,San Jose
385931,Northeast,2812,3,2,2004,4883,Capitol Hill,San Jose
532917,Northwest,2368,2,4,1998,5961,Greenwood,Portland
401670,Central,2939,4,2,1983,5630,Greenwood,San Jose
418456,Northwest,2416,2,3,2013,6121,Greenwood,Seattle
299186,Northwest,2624,4,2,2011,3903,Brighton,Portland
350691,Northeast,2070,4,2,2004,6592,Greenwood,San Francisco
369984,Northwest,2205,4,3,2001,6915,Capitol Hill,San Jose
374582,Central,2564,3,2,2007,5651,Greenwood,Portland
502531,Southwest,2845,4,1,1997,6160,Brighton,San Francisco
444615,Northeast,2491,3,4,1986,6476,Capitol Hill,Portland
311083,Central,2166,4,3,1990,5319,Greenwood,San Jose
419720,Northeast,2750,4,2,2021,5732,Greenwood,San Jose
439857,Northwest,1323,3,2,1990,5985,Capitol Hill,San Francisco
491211,Northwest,1631,5,3,1988,4976,Capitol Hill,Seattle
526443,Central,2472,3,4,2014,5637,Greenwood,San Jose
318792,Central,2205,5,4,2016,3480,Brighton,San Francisco
335131,Southwest,2442,2,3,2002,4875,Capitol Hill,San Jose
299393,Central,2225,3,2,2012,6964,Hawthorne,Seattle
381278,Central,2428,3,4,1980,5886,Greenwood,San Francisco
437308,Northeast,1874,2,3,1999,4703,Capitol Hill,Seattle
478986,Northwest,2428,4,2,1984,4266,Capitol Hill,San Jose
393923,Central,2597,4,2,2008,8022,Greenwood,San Francisco
374412,Southwest,2688,4,2,2005,4798,Greenwood,Portland
412140,Central,3005,3,3,2017,5002,Greenwood,Seattle
333188,Northwest,2297,3,2,1982,6099,Brighton,San Jose
567163,Central,2309,4,1,2000,4669,Hawthorne,San Jose
271387,Northeast,1590,3,2,1992,5876,Capitol Hill,Seattle
414779,Northwest,1987,4,2,2010,5528,Greenwood,San Francisco
561888,Central,2122,4,2,1996,4327,Greenwood,Portland
400543,Northeast,2620,3,3,2014,5550,Brighton,San Jose
384796,Northwest,1955,4,2,2002,5826,Hawthorne,Seattle
371404,Central,2518,4,4,1982,4442,Capitol Hill,Seattle
385568,Northeast,2199,4,3,1981,6020,Hawthorne,Portland
509827,Southwest,2129,3,4,1982,6197,Hawthorne,Portland
223051,Northeast,2299,3,3,1999,4477,Greenwood,San Jose
522674,Southwest,2043,3,2,1988,5985,Greenwood,Portland
286083,Central,2028,3,2,1983,5729,Greenwood,Seattle
378667,Northeast,1518,3,2,2004,5156,Brighton,San Francisco
365660,Southwest,2100,4,4,1980,5240,Brighton,San Francisco
447084,Northwest,2008,4,2,2018,5894,Brighton,Seattle
272150,Northeast,1993,4,2,1991,4909,Greenwood,Seattle
436973,Central,2366,3,3,2019,6078,Greenwood,Seattle
